18.433173	-66.2042
18.34216	-66.16643
40.767751	-74.0302
40.71704	-73.987
40.798502	-73.96811
40.606337	-74.14513
40.872265	-73.86937
40.649059	-73.93304
40.670874	-73.89424
40.672666	-73.87248
40.71209	-73.95427
40.662191	-73.91328
40.598994	-73.99611
40.632449	-73.99629
40.641436	-74.01574
40.622994	-73.96427
40.618561	-73.9216
40.640527	-73.90362
40.749463	-73.81941
40.747106	-73.85838
40.742869	-73.90377
40.703069	-73.89285
41.850532	-87.6699
41.719973	-87.5557
41.945681	-87.7048
41.740483	-87.65282
41.971614	-87.70256
41.695434	-87.62255
41.809299	-87.7105
41.921431	-87.75415
41.921126	-87.70085
41.844382	-87.7599
25.918758	-97.42739
26.344128	-98.18011
31.766355	-106.29828
36.045811	-115.0778
33.953814	-118.29158
33.914614	-118.35092
33.944264	-118.1949
33.865916	-118.18362
34.254751	-118.42406
34.307877	-118.42904
34.029561	-117.93975
33.202463	-117.36077
34.088911	-117.45213
33.751418	-117.99392
33.724167	-117.90623
33.818165	-117.97304
37.991571	-121.80207
36.922902	-121.77224
