27.8428025	-82.6995443
42.7284117	-73.6917851
38.5804609	-121.530234
47.4703767	-122.3467918
39.8083196	-104.9338675
32.5093109	-92.1193012
33.8583483	-118.0647871
41.8089191	-88.0111746
25.72149	-80.2683838
35.7212689	-77.9155395
43.0962143	-79.0377388
32.9628232	-117.0358646
44.8896866	-93.3499489
41.1339449	-81.4845585
33.640855	-117.603104
40.2731911	-76.8867008
38.4192496	-82.445154
33.9172357	-118.0120086
33.8169599	-118.0372852
43.6629384	-116.6873596
41.7369803	-111.8338359
29.3013479	-94.7976958
43.7508284	-87.71453
39.5150576	-84.3982763
40.6668916	-111.8879909
33.3942655	-104.5230242
39.5186002	-104.7613633
32.844017	-97.1430671
42.7369792	-84.4838654
42.7262016	-71.1908924
34.0900091	-117.8903397
31.3112936	-92.4451371
47.0378741	-122.9006951
41.5931049	-81.5267873
41.6619927	-86.1586156
38.8402805	-97.6114237
34.1336186	-117.9075627
40.0581205	-82.4012642
38.6631083	-90.5770675
39.1156615	-77.5636015
33.9462125	-84.3346473
31.3271189	-89.2903392
42.4972583	-82.9371409
26.339806	-81.7786972
42.2011538	-85.5800022
44.9597376	-93.3702186
35.042036	-89.6645266
41.5623209	-72.6506488
36.1156071	-97.0583681
41.8137116	-71.3700545
39.8386516	-86.0252612
43.0494572	-88.0075875
41.6661573	-81.339552
37.5949316	-120.9577098
32.5884689	-96.9561152
40.75839	-82.5154471
42.0986867	-75.9179738
47.6776832	-116.7804664
35.2827524	-120.6596156
48.2329668	-101.2922906
33.8302961	-116.5452921
34.2284312	-92.0031955
29.383845	-94.9027002
33.0185039	-80.1756481
42.5629668	-114.4608711
38.2775702	-85.7371847
33.7839084	-116.958635
34.6992579	-86.7483318
40.5186809	-78.3947359
39.2014404	-85.9213796
39.7092262	-84.0632685
28.6934076	-81.5322149
41.8994744	-87.9403418
33.0581063	-112.0476423
36.7280583	-108.2186856
42.0697509	-87.7878408
41.5200518	-81.556235
40.5246711	-111.8638226
38.891565	-121.2930079
31.5455001	-110.2772856
47.0342629	-122.8231915
30.3960318	-88.8853078
41.3144966	-81.83569
41.7003208	-70.3002024
33.0151201	-96.5388789
40.4594021	-74.360846
35.4873613	-80.6217341
38.0293059	-78.4766781
39.613321	-105.0166498
28.6122187	-80.8075537
40.8859325	-74.0434736
37.5296593	-122.0402399
42.4500845	-73.2453824
39.9625984	-76.727745
41.8800296	-88.0078435
41.9445441	-71.2856082
41.9294736	-88.7503647
37.2295733	-80.4139393
40.0992294	-83.1140771
32.7995738	-97.2691817
34.6391501	-120.4579409
32.792	-115.5630514
37.8215929	-121.9999606
38.5767017	-92.1735164
25.5808323	-80.3468593
26.1723065	-80.1319893
25.9331488	-80.1625463
40.6576022	-73.5831835
41.5067003	-90.5151342
33.6803003	-116.173894
27.4467056	-80.3256056
35.9828412	-86.5186045
40.8893895	-111.880771
43.7730448	-88.4470508
42.40843	-71.0536625
36.5859718	-79.3950228
32.9341893	-97.229298
38.5200504	-89.9839935
33.9652918	-118.1514588
35.1595182	-84.8766115
26.217305	-80.2258811
39.3454673	-84.5603187
42.51954	-70.8967155
33.7444613	-118.3870173
37.6304904	-122.4110835
43.2081366	-71.5375718
44.4758825	-73.212072
35.732652	-78.8502856
43.6155825	-84.2472116
28.6611089	-81.3656242
38.0608445	-97.9297743
42.1662831	-87.9631308
41.6266555	-93.7121656
40.7933949	-77.8600012
40.1105875	-88.2072697
41.632223	-88.2120315
38.7509488	-77.4752667
41.9950276	-88.1856301
40.7684342	-74.1454214
32.3909071	-110.966488
41.04422	-83.6499321
38.3396367	-122.7010984
42.1250929	-72.749538
40.6220478	-74.2445902
33.9204354	-80.3414693
41.2459149	-75.8813075
42.0028761	-71.5147839
42.5250906	-71.759794
41.3164856	-73.0931641
33.9166805	-117.9000604
39.0836712	-84.5085536
32.9312336	-96.4597089
32.3643098	-88.703656
40.521893	-111.9391023
28.2489016	-81.2811801
39.9356016	-91.4098726
37.1305012	-121.6543901
41.2375569	-80.8184166
47.8106521	-122.3773552
32.5420821	-97.3208492
42.5584283	-70.880049
44.1635775	-93.9993996
39.6417629	-77.7199932
34.5400242	-112.4685025
37.2871651	-121.9499568
42.5348993	-92.4453161
33.9294606	-116.977248
34.0200114	-117.9495083
42.2411344	-88.3161965
42.5834228	-71.8022955
41.9125286	-88.1347927
35.7344538	-81.3444573
42.0255827	-88.1784085
41.5242649	-72.0759105
32.9545687	-97.0150078
34.0961111	-118.1058333
42.2042586	-72.6162009
36.3728538	-94.2088172
34.79981	-87.677251
33.9698929	-84.2214551
36.0331164	-86.7827772
